2024-01-29 19:51:36.640 [info] Experiment 'pythonaacf' is active
2024-01-29 19:51:36.640 [info] Experiment 'pythonRecommendTensorboardExt' is active
2024-01-29 19:51:36.640 [info] Experiment 'pythonREPLSmartSend' is active
2024-01-29 19:51:36.640 [info] Experiment 'pythonTerminalEnvVarActivationcf' is active
2024-01-29 19:51:36.640 [info] Experiment 'pythonTestAdapter' is active
2024-01-29 19:51:36.640 [info] Default formatter is set to esbenp.prettier-vscode for workspace /home/kolbe/CSCI_251
2024-01-29 20:49:35.190 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/LogicGates.py
2024-01-29 20:50:05.516 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/LogicGates.py
2024-01-29 20:50:39.434 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/LogicGates.py
2024-01-29 20:50:50.771 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/LogicGates.py
2024-01-29 20:51:41.768 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/LogicGates.py
2024-01-29 20:53:25.056 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/LogicGates.py
2024-01-29 20:53:53.195 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/LogicGates.py
2024-01-29 20:57:15.108 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 20:58:10.582 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:03:04.628 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:07:21.629 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:08:49.519 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:09:35.000 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:21:48.271 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:22:00.012 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:29:12.449 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:29:34.125 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:30:01.829 [info] DAP Server launched with command: /bin/python3 /home/kolbe/.vscode/extensions/ms-python.python-2023.22.1/pythonFiles/lib/python/debugpy/adapter
2024-01-29 21:30:01.864 [info] CreateEnv Trigger - Skipping for /home/kolbe/CSCI_251
2024-01-29 21:30:03.469 [info] Send text to terminal:  /usr/bin/env /bin/python3 /home/kolbe/.vscode/extensions/ms-python.python-2023.22.1/pythonFiles/lib/python/debugpy/adapter/../../debugpy/launcher 48883 -- /home/kolbe/CSCI_251/hw2/App.py 
2024-01-29 21:30:16.427 [info] DAP Server launched with command: /bin/python3 /home/kolbe/.vscode/extensions/ms-python.python-2023.22.1/pythonFiles/lib/python/debugpy/adapter
2024-01-29 21:30:16.576 [info] Send text to terminal:  cd /home/kolbe/CSCI_251 ; /usr/bin/env /bin/python3 /home/kolbe/.vscode/extensions/ms-python.python-2023.22.1/pythonFiles/lib/python/debugpy/adapter/../../debugpy/launcher 46151 -- /home/kolbe/CSCI_251/hw2/App.py 
2024-01-29 21:30:25.036 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:30:43.787 [info] DAP Server launched with command: /bin/python3 /home/kolbe/.vscode/extensions/ms-python.python-2023.22.1/pythonFiles/lib/python/debugpy/adapter
2024-01-29 21:30:43.969 [info] Send text to terminal:  cd /home/kolbe/CSCI_251 ; /usr/bin/env /bin/python3 /home/kolbe/.vscode/extensions/ms-python.python-2023.22.1/pythonFiles/lib/python/debugpy/adapter/../../debugpy/launcher 50729 -- /home/kolbe/CSCI_251/hw2/App.py 
2024-01-29 21:36:13.535 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:36:31.224 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:36:47.471 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:37:26.025 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:37:56.101 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:38:52.988 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:39:17.857 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:40:03.910 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:40:12.263 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:40:29.763 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:40:58.755 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:41:29.889 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:43:44.144 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:44:26.836 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 21:56:09.961 [info] DAP Server launched with command: /bin/python3 /home/kolbe/.vscode/extensions/ms-python.python-2023.22.1/pythonFiles/lib/python/debugpy/adapter
2024-01-29 21:56:10.160 [info] Send text to terminal:  cd /home/kolbe/CSCI_251 ; /usr/bin/env /bin/python3 /home/kolbe/.vscode/extensions/ms-python.python-2023.22.1/pythonFiles/lib/python/debugpy/adapter/../../debugpy/launcher 41355 -- /home/kolbe/CSCI_251/hw2/App.py 
2024-01-29 21:59:58.784 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 22:00:50.831 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 22:01:31.629 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 22:02:25.557 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 22:03:10.155 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 22:03:30.774 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/App.py
2024-01-29 22:03:52.271 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/LogicGate.py
2024-01-29 22:04:12.822 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/BinaryGate.py
2024-01-29 22:04:33.360 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/UnaryGate.py
2024-01-29 22:04:47.935 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/AndGate.py
2024-01-29 22:05:01.694 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/OrGate.py
2024-01-29 22:05:10.905 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/OrGate.py
2024-01-29 22:05:15.100 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/NotGate.py
2024-01-29 22:05:25.995 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/NotGate.py
2024-01-29 22:05:26.990 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/NotGate.py
2024-01-29 22:05:41.500 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/Connector.py
2024-01-29 22:05:50.044 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/Connector.py
2024-01-29 22:05:50.656 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/Connector.py
2024-01-29 22:06:19.128 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/HalfAdder.py
2024-01-29 22:06:39.754 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/HalfAdder.py
2024-01-29 22:07:39.245 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/LogicGateHalfAdder/App.py
2024-01-29 22:13:27.317 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:13:47.327 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:13:54.703 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:15:04.233 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:16:28.403 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:16:29.245 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:16:46.389 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:16:50.681 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:17:23.589 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:17:25.271 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:17:37.768 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:17:39.206 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:17:44.312 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:18:23.087 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:18:35.678 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:19:51.275 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:20:03.170 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:25:07.121 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:31:33.503 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:32:03.006 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:32:22.382 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:32:26.271 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:33:26.355 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:33:28.730 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:33:31.969 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:33:32.995 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:35:00.393 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:35:05.973 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:35:17.020 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:35:26.001 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:35:47.574 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:38:08.927 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:39:13.726 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:39:15.173 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:39:22.914 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:39:58.170 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 22:41:54.849 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:45:55.419 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:46:14.047 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:46:29.818 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:46:37.789 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 22:48:06.889 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:49:10.591 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:49:38.609 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:49:42.577 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:50:47.890 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:52:37.158 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:52:49.055 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:52:58.538 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:54:35.619 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:55:10.694 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:56:27.765 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:56:48.085 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:58:54.023 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:59:07.887 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 22:59:33.619 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:01:32.630 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:01:52.078 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:03:11.111 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:03:15.401 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:04:01.398 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:04:27.960 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:05:25.027 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:05:34.452 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:05:59.285 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
2024-01-29 23:06:13.451 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 23:06:34.611 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:06:44.671 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:07:00.221 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:07:58.467 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:08:12.127 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:09:07.125 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:09:29.210 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:09:49.735 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:10:13.307 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:12:05.686 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:12:13.884 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:12:50.560 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:13:08.449 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:13:15.705 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:13:25.552 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:13:27.502 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:13:28.105 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:13:48.658 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:14:26.081 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:14:47.586 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:15:30.838 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:15:42.007 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:16:25.556 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:16:35.771 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:17:04.186 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:17:11.148 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:17:17.193 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:17:25.309 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:17:40.558 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:18:42.273 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:21:18.784 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:21:58.999 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:22:59.600 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:23:34.598 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:23:49.729 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:23:56.681 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:24:00.185 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:24:34.653 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:25:57.150 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Schedule.py
